"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score","success","gross_scale","budget_scale","imdb_score_scale"
"The Incredibles ",115,"Brad Bird",663,"Holly Hunter",1000,"Craig T. Nelson",723,"Lou Romano",55,283,815,479166,1901,0,"hero|island|lawsuit|secret|superhero",0,"Color","Action|Adventure|Animation|Family",2004,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0317705/?ref_=fn_tt_tt_1",261437578,92000000,8,"1",0.400868226556137,0.306666162844078,0.835616438356165
"My Fellow Americans ",101,"Peter Segal",88,"Wilford Brimley",957,"Bradley Whitford",821,"Sela Ward",812,27,71,12278,4629,758,"gay pride|highway travel|president|road movie|u.s. president",3,"Color","Adventure|Comedy",1996,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0117119/?ref_=fn_tt_tt_1",22294341,21500000,6.5,"0",0.0341834124517357,0.0716659920772876,0.63013698630137
"The Twilight Saga: Breaking Dawn - Part 2 ",115,"Bill Condon",386,"Robert Pattinson",21000,"Kristen Stewart",17000,"Taylor Lautner",12000,322,329,185394,59177,65000,"battle|friend|super strength|vampire|vision",3,"Color","Adventure|Drama|Fantasy|Romance",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1",292298923,120000000,5.5,"0",0.44818876422343,0.399999563999683,0.493150684931507
"The Godfather ",175,"Francis Ford Coppola",0,"Al Pacino",14000,"Marlon Brando",10000,"Robert Duvall",3000,208,2238,1155770,28122,43000,"crime family|mafia|organized crime|patriarch|rise to power",1,"Color","Crime|Drama",1972,"English","USA","R",1.85,"http://www.imdb.com/title/tt0068646/?ref_=fn_tt_tt_1",134821952,6000000,9.2,"1",0.206725051675041,0.0199992878661492,1
"Darling Lili ",143,"Blake Edwards",688,"Rock Hudson",638,"Vernon Dobtcheff",50,"Jeremy Kemp",42,22,50,1547,788,104,"crepe suzette|french|mata hari spoof|song|spy",2,"Color","Comedy|Drama|Musical|Romance|War",1970,"English","USA","G",2.35,"http://www.imdb.com/title/tt0065611/?ref_=fn_tt_tt_1",5000000,25000000,6.2,"0",0.0076655301390398,0.0833326672217382,0.589041095890411
"Wall Street ",126,"Oliver Stone",0,"Hal Holbrook",826,"Tamara Tunie",508,"James Karen",168,114,219,119150,1607,0,"1980s|argument|critique of capitalism|f word|fired from the job",2,"Color","Crime|Drama",1987,"English","USA","R",1.85,"http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1",43848100,15000000,7.4,"1",0.0672323759570932,0.049999309666165,0.753424657534247
"Extreme Ops ",93,"Christian Duguay",18,"Rufus Sewell",3000,"Bridgette Wilson-Sampras",545,"Rupert Graves",443,53,82,4821,4123,158,"commercial|extreme sports|mountain|serbian|terrorist",0,"Color","Action|Adventure|Thriller",2002,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1",4835968,40000000,4.5,"0",0.0074140154226643,0.133332703555098,0.356164383561644
"Jimmy Neutron: Boy Genius ",82,"John A. Davis",8,"Martin Short",770,"Rob Paulsen",677,"Andrea Martin",179,66,118,23943,2251,425,"alien|boy genius|children|genius|rescue",0,"Color","Action|Adventure|Animation|Comedy|Family|Sci-Fi",2001,"English","USA","G",1.85,"http://www.imdb.com/title/tt0268397/?ref_=fn_tt_tt_1",80920948,30000000,6,"0",0.124077179714603,0.0999993459995247,0.561643835616438
"The Spiderwick Chronicles ",107,"Mark Waters",70,"Martin Short",770,"Tod Fennell",419,"Joan Plowright",330,198,125,68935,1614,0,"actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature",0,"Color","Adventure|Family|Fantasy",2008,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0416236/?ref_=fn_tt_tt_1",71148699,90000000,6.6,"0",0.109093125166797,0.299999491332964,0.643835616438356
"A Bug's Life ",95,"John Lasseter",487,"Kevin Spacey",18000,"Madeline Kahn",1000,"John Ratzenberger",1000,117,317,211226,24205,0,"ant|circus|grasshopper|misunderstanding|overhearing",0,"Color","Adventure|Animation|Comedy|Family|Fantasy",1998,"English","USA","G",2.35,"http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1",162792677,120000000,7.2,"0",0.249613323263463,0.399999563999683,0.726027397260274
"Dracula 2000 ",99,"Patrick Lussier",71,"Gerard Butler",18000,"Danny Masterson",1000,"Jeri Ryan",1000,122,365,27378,23344,0,"dracula|gothic|painting|rescue|van helsing",0,"Color","Action|Fantasy|Horror|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1",33000377,28000000,4.9,"0",0.0505992679436266,0.0933326744884101,0.410958904109589
"The Sweetest Thing ",90,"Roger Kumble",16,"Judith Chapman",44,"Lillian Adams",28,"Chelsea Bond",16,99,403,46158,132,0,"female removes her clothes|roommate|voyeur|voyeurism|wedding",3,"Color","Comedy|Romance",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1",24430272,43000000,5.1,"0",0.0374584934094916,0.14333271082177,0.438356164383562
"Chill Factor ",102,"Hugh Johnson",3,"David Paymer",372,"Kevin J. O'Connor",248,"Hudson Leick",239,68,94,8367,1274,120,"colonel|ice|ice cream truck|military|u.s. army",0,"Color","Action|Adventure|Comedy|Drama|Thriller",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1",11227940,34000000,5.2,"0",0.0172149995273519,0.113332689021754,0.452054794520548
"Down to Earth ",87,"Chris Weitz",129,"Chazz Palminteri",979,"Mark Addy",891,"Wanda Sykes",560,61,122,19079,2911,602,"angel|butler|heaven|manhattan new york city|reincarnation",1,"Color","Comedy|Fantasy",2001,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1",64172251,30000000,5.4,"0",0.098395948152383,0.0999993459995247,0.479452054794521
"Broken Vessels ",90,"Scott Ziehl",4,"William Smith",919,"Jason London",711,"Brent David Fraser",218,18,19,531,2288,51,"independent film|katana sword|los angeles storm drain",0,"Color","Drama",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1",13493,600000,6.6,"0",0.0000195836541500829,0.00199927478613968,0.643835616438356
"Slums of Beverly Hills ",91,"Tamara Jenkins",84,"Natasha Lyonne",1000,"Kevin Corrigan",778,"Jessica Walter",572,60,79,9427,2691,462,"flatulence|menstrual blood|nomad|nursing school|title directed by female",0,"Color","Comedy|Drama",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1",5480318,5000000,6.6,"0",0.00840201476118697,0.0166659521105919,0.643835616438356
"Capote ",110,"Bennett Miller",152,"Philip Seymour Hoffman",22000,"Michael J. Burg",68,"Kwesi Ameyaw",27,271,416,100571,22140,0,"book|holcomb kansas|kansas|killer|truman capote",1,"Color","Biography|Crime|Drama",2005,"English","Canada","R",2.35,"http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1",28747570,7000000,7.4,"1",0.044078323576645,0.0233326236217065,0.753424657534247
"Hitman ",94,"Xavier Gens",87,"Henry Ian Cusick",866,"Dougray Scott",794,"Ulrich Thomsen",280,193,376,140780,2124,0,"hitman|impersonation|see through dress|topless female nudity|woman on top",1,"Color","Action|Crime|Drama|Thriller",2007,"English","France","R",2.35,"http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1",39687528,24000000,6.3,"0",0.0608528580182774,0.0799993314661809,0.602739726027397
"Bubble Boy ",84,"Blair Hayes",2,"Jake Gyllenhaal",15000,"Geoffrey Arend",816,"Marley Shelton",690,47,181,25541,18864,0,"cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding",0,"Color","Adventure|Comedy|Romance|Sci-Fi",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1",5002310,13000000,5.6,"0",0.00766907212471837,0.0433326381550504,0.506849315068493
"The Outsiders ",114,"Francis Ford Coppola",0,"Tom Cruise",10000,"William Smith",919,"Tom Waits",699,60,308,57363,12097,10000,"dysfunctional family|gang|greaser|holding someone's head underwater|rivalry",0,"Color","Crime|Drama",1983,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1",25600000,10000000,7.2,"1",0.0392520690908006,0.0333326308883784,0.726027397260274
"The Best Exotic Marigold Hotel ",124,"John Madden",108,"Tom Wilkinson",1000,"Penelope Wilton",400,"Celia Imrie",186,264,266,75306,1898,48000,"hotel|india|marigold|retiree|retirement",3,"Color","Comedy|Drama",2011,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1",46377022,10000000,7.3,"1",0.0711100406784022,0.0333326308883784,0.73972602739726
"The Heat ",123,"Paul Feig",176,"Michael Rapaport",975,"William Xifaras",815,"Demián Bichir",749,270,380,133177,4825,24000,"drug lord|fbi|fbi agent|hospital|shot in the crotch",7,"Color","Action|Comedy|Crime",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1",159578352,43000000,6.6,"0",0.244684711524816,0.14333271082177,0.643835616438356
"The Siege ",116,"Edward Zwick",380,"Denzel Washington",18000,"Bruce Willis",13000,"Mark Valley",774,120,281,58023,32563,0,"abduction|martial law|military|new york city|terrorist",0,"Color","Action|Thriller",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1",40932372,70000000,6.3,"0",0.0627616111005525,0.233332776221817,0.602739726027397
"A Most Violent Year ",125,"J.C. Chandor",78,"David Oyelowo",1000,"Ashley Williams",969,"Albert Brooks",745,350,180,45799,3979,0,"american dream|immigrant|new york city|oil|violence",0,"Color","Action|Crime|Drama|Thriller",2014,"English","USA","R",2.35,"http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1",5749134,20000000,7,"0",0.00881419762792758,0.0666659884439516,0.698630136986301
"Cutthroat Island ",124,"Renny Harlin",212,"Christopher Masterson",1000,"Frank Langella",903,"Matthew Modine",810,61,169,21102,3611,1000,"latin|pirate|pirate ship|treasure|treasure map",3,"Color","Action|Adventure|Comedy",1995,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0112760/?ref_=fn_tt_tt_1",11000000,98000000,5.6,"0",0.0168654929405235,0.326666177377422,0.506849315068493
"How to Lose a Guy in 10 Days ",116,"Donald Petrie",80,"Matthew McConaughey",11000,"Adam Goldberg",1000,"Thomas Lennon",651,140,357,156717,14087,0,"advertising executive|diamond|magazine|party|wager",2,"Color","Comedy|Romance",2003,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0251127/?ref_=fn_tt_tt_1",105807520,50000000,6.4,"0",0.162236435824011,0.166666061110671,0.616438356164384
"Brother ",114,"Takeshi Kitano",0,"Omar Epps",865,"Tatyana Ali",685,"James Shigeta",403,81,133,18520,2126,0,"gang|gangster|subjective camera|written and directed by cast member|yakuza",0,"Color","Crime|Drama|Thriller",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0222851/?ref_=fn_tt_tt_1",447750,10000000,7.2,"0",0.000685441695197405,0.0333326308883784,0.726027397260274
"Rabbit-Proof Fence ",94,"Phillip Noyce",176,"Roy Billing",116,"David Gulpilil",93,"Deborah Mailman",46,74,249,23486,312,0,"aborigine|based on true story|colonialism|fence|half caste",1,"Color","Adventure|Biography|Drama|History",2002,"Aboriginal","Australia","PG",2.35,"http://www.imdb.com/title/tt0252444/?ref_=fn_tt_tt_1",6165429,6000000,7.5,"0",0.00945251404700154,0.0199992878661492,0.767123287671233
"Joe Somebody ",98,"John Pasquin",11,"Jim Belushi",854,"Ken Marino",543,"Kelly Lynch",466,55,85,8433,2765,168,"bully|co worker|divorce|fight|karate",1,"Color","Comedy|Drama",2001,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0279889/?ref_=fn_tt_tt_1",22770864,38000000,5.5,"0",0.0349140780974109,0.126666032043983,0.493150684931507
"Country Strong ",117,"Shana Feste",19,"Leighton Meester",3000,"Cinda McCain",646,"Tim McGraw",461,135,114,14814,4204,0,"country music|panties|pink panties|relapse|songwriter",4,"Color","Drama|Music",2010,"English","Official site","PG-13",2.35,"http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1",20218921,15000000,6.3,"0",0.0310011146521597,0.049999309666165,0.602739726027397
"The Kite Runner ",128,"Marc Forster",395,"Mustafa Haidari",283,"Shaun Toub",206,"Khalid Abdalla",161,201,230,68119,904,0,"afghanistan|based on novel|boy|friend|kite",0,"Color","Drama",2007,"Dari","USA","PG-13",2.35,"http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1",15797907,20000000,7.6,"0",0.0242222539280199,0.0666659884439516,0.780821917808219
"Unleashed ",103,"Louis Leterrier",255,"Morgan Freeman",11000,"Jet Li",5000,"Bob Hoskins",5000,177,303,85198,22383,0,"collar|dog|fight|fighting|piano",1,"Color","Action|Crime|Drama|Thriller",2005,"English","France","R",2.35,"http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1",24520892,45000000,7,"0",0.0375974435143367,0.149999382332884,0.698630136986301
"Rendition ",122,"Gavin Hood",151,"J.K. Simmons",24000,"Jake Gyllenhaal",15000,"Meryl Streep",11000,131,197,47203,50950,0,"american|bare chested male bondage|cia|detention|interrogation",2,"Color","Drama|Thriller",2007,"English","USA","R",2.35,"http://www.imdb.com/title/tt0804522/?ref_=fn_tt_tt_1",9664316,27500000,6.8,"0",0.014817452421434,0.0916660066106315,0.671232876712329
"21 Jump Street ",109,"Phil Lord",97,"Channing Tatum",17000,"Dax Flame",971,"Rob Riggle",839,375,345,408302,19968,39000,"narcotics|parody|police|remake|undercover cop",2,"Color","Action|Comedy|Crime",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1",138447667,42000000,7.2,"1",0.212284458863171,0.139999375066213,0.726027397260274
"Dante's Peak ",108,"Roger Donaldson",79,"Jamie Renée Smith",650,"Grant Heslov",293,"Tzi Ma",268,93,277,62271,1569,0,"ash|escape|lava|mayor|volcano",1,"Color","Action|Adventure|Thriller",1997,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1",67155742,116000000,5.8,"0",0.102970615855477,0.386666220977454,0.534246575342466
"American Graffiti ",112,"George Lucas",0,"Harrison Ford",11000,"Ron Howard",2000,"Mackenzie Phillips",425,100,238,63839,14954,0,"california|car|drag racing|high school|rock 'n' roll",1,"Color","Comedy|Drama|Music",1973,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1",115000000,777000,7.5,"1",0.176331514832908,0.00258927521487332,0.767123287671233
"Epic Movie ",93,"Jason Friedberg",82,"David Carradine",926,"Carmen Electra",869,"Fred Willard",729,112,666,89687,4293,0,"chocolate|chocolate factory|factory|orphan|student",11,"Color","Adventure|Comedy",2007,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1",39737645,20000000,2.3,"0",0.0609297037742311,0.0666659884439516,0.0547945205479453
"The Shaggy Dog ",98,"Brian Robbins",48,"Robert Downey Jr.",21000,"Joel David Moore",936,"Kristin Davis",722,76,83,14888,24664,747,"animal as human|dog movie|elevator|human becoming an animal|sheepdog",0,"Color","Comedy|Family|Fantasy",2006,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1",61112916,50000000,4.4,"0",0.0937049867861701,0.166666061110671,0.342465753424658
"D.E.B.S. ",91,"Angela Robinson",23,"Jordana Brewster",4000,"Geoff Stults",756,"Scoot McNairy",660,50,135,12188,6380,1000,"1959 cadillac|diamonds|female villain|force field|voyeurism",3,"Color","Action|Comedy|Romance",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0367631/?ref_=fn_tt_tt_1",96793,3500000,5.3,"0",0.000147309804377358,0.0116659484772559,0.465753424657534
"Robin Hood ",156,"Ridley Scott",0,"Mark Addy",891,"William Hurt",882,"Scott Grimes",738,343,546,211765,3244,17000,"1190s|archer|england|king of england|robin hood",0,"Color","Action|Adventure|Drama|History",2010,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0955308/?ref_=fn_tt_tt_1",105219735,200000000,6.7,"0",0.161335169134799,0.666666424444268,0.657534246575343
"My Sister's Keeper ",109,"Nick Cassavetes",415,"Jason Patric",673,"Sofia Vassilieva",489,"Jeffrey Markle",228,148,184,74476,1775,15000,"hospital|leukemia|oncology|sick child|terminal illness",2,"Color","Drama",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1078588/?ref_=fn_tt_tt_1",49185998,30000000,7.4,"0",0.075417119796779,0.0999993459995247,0.753424657534247
"The Core ",135,"Jon Amiel",36,"Glenn Morshower",894,"Tchéky Karyo",345,"Rekha Sharma",106,149,466,77029,1439,0,"core|earth|natural disaster|pacemaker|scientist",0,"Color","Action|Adventure|Sci-Fi|Thriller",2003,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0298814/?ref_=fn_tt_tt_1",31111260,60000000,5.4,"0",0.0477026335890182,0.199999418666244,0.479452054794521
"Brave ",93,"Mark Andrews",56,"Kelly Macdonald",2000,"John Ratzenberger",1000,"Julie Walters",838,488,428,273556,5005,39000,"archery|coming of age|female warrior|princess|rebellious daughter",0,"Color","Adventure|Animation|Comedy|Family|Fantasy",2012,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1217209/?ref_=fn_tt_tt_1",237282182,185000000,7.2,"0",0.363830102446952,0.616666388110909,0.726027397260274
"Survival of the Dead ",90,"George A. Romero",0,"Julian Richings",648,"Shawn Roberts",529,"Kathleen Munroe",231,274,159,17478,1951,0,"delaware|feud|island|undead|zombie",0,"Color","Horror",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt1134854/?ref_=fn_tt_tt_1",101055,4000000,5,"0",0.000153844844620669,0.0133326163550346,0.424657534246575
"A History of Violence ",96,"David Cronenberg",0,"Viggo Mortensen",10000,"Kyle Schmid",917,"William Hurt",882,441,1125,186606,12754,0,"bar|crotch shot|female full frontal nudity|female pubic hair|robbery",1,"Color","Crime|Drama|Thriller",2005,"English","USA","R",1.85,"http://www.imdb.com/title/tt0399146/?ref_=fn_tt_tt_1",31493782,32000000,7.5,"0",0.0482891649508097,0.106666017510639,0.767123287671233
"Freddy Got Fingered ",87,"Tom Green",374,"Rip Torn",826,"Harland Williams",503,"Eddie Kaye Thomas",484,97,619,39788,2689,0,"animator|bamboo cane|cartoonist|sausage|slacker",1,"Color","Comedy",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1",14249005,15000000,4.5,"0",0.0218472804641627,0.049999309666165,0.356164383561644
"The Descendants ",115,"Alexander Payne",729,"Shailene Woodley",8000,"Nick Krause",727,"Beau Bridges",552,549,439,205284,9578,22000,"boating accident|daughters|father daughter relationship|hospital|marriage",0,"Color","Comedy|Drama",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1",82624961,20000000,7.3,"1",0.126689989083477,0.0666659884439516,0.73972602739726
"The Lake House ",99,"Alejandro Agresti",18,"Keanu Reeves",18000,"Dylan Walsh",426,"Ebon Moss-Bachrach",211,175,548,114321,18693,0,"house|lake|letter|love across time|parallel time",0,"Color","Drama|Fantasy|Romance",2006,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1",52320979,40000000,6.8,"0",0.0802240712273387,0.133332703555098,0.671232876712329
"The Four Feathers ",125,"Shekhar Kapur",159,"Djimon Hounsou",3000,"Lucy Gordon",61,"Alex Jennings",39,105,215,28130,3142,0,"male nudity|naked dead man|nudity|sex|whipping",2,"Color","Adventure|Drama|Romance|War",2002,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0240510/?ref_=fn_tt_tt_1",18306166,35000000,6.5,"0",0.0280682355107677,0.116666024777311,0.63013698630137
"In the Bedroom ",138,"Todd Field",143,"Tom Wilkinson",1000,"Sissy Spacek",874,"Karen Allen",783,179,510,32415,3970,951,"doctor|maine|only son|school choir|summer",1,"Color","Crime|Drama",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1",35918429,1700000,7.5,"1",0.0550735962524258,0.00566594411725272,0.767123287671233
